"Gene","GSM466408","GSM466409","GSM466410","GSM466411","GSM466412","GSM466413","GSM466414","GSM466415","GSM466416","GSM466417","GSM466418","GSM466419"
"Slc27a4",3.50290817647134,3.57306968613244,3.50590115047693,3.51223516965864,3.5616452477888,3.55519954475256,3.47152746575133,3.5491039732598,3.37844409688694,3.51388314695849,3.51710613192844,3.46681278705638
"Jph4",3.51604396656701,3.5386324609064,3.49695147270939,3.53743391927338,3.50079060831082,3.51720484191338,3.48618909137655,3.50214448688923,3.50747330893797,3.517352799104,3.48897552972264,3.4979111366844
"Trappc3",3.53018964976503,3.53051253989227,3.49402320671146,3.54888858231176,3.49738288796787,3.4762648193506,3.54006780355682,3.49146094160758,3.50251443686383,3.52730141102139,3.48356183156147,3.48249745647212
"Grn",3.46606820399613,3.44044807416022,3.37977935498285,3.37000300933537,3.40206376468444,3.42171544262055,3.66423204107689,3.61630699356254,3.59706001595017,3.59391959449017,3.56030080243453,3.59223025110595
"C2h4orf3",3.52068481650224,3.50801104851594,3.52086439979803,3.51940260381059,3.50143734640685,3.5124572213843,3.51536528092921,3.48282473133133,3.52590470579227,3.49874226279318,3.49035924667099,3.50629551085508
"Necap1",3.53549752739734,3.5050546786556,3.5178417851258,3.51303066980731,3.51442393562159,3.50676373237798,3.51526789600963,3.49779007120033,3.49879213793065,3.49441523020186,3.4906122041596,3.51082600973751
"Ubfd1",3.5069418473836,3.50643265397618,3.55038660557987,3.48834612508911,3.49621822763828,3.47209860853043,3.54306960924235,3.5200526914808,3.52174080339339,3.50074612714891,3.49524680489415,3.49586387517648
"Suclg2",3.50284387532703,3.51554446033329,3.49693493823272,3.51949785314767,3.49370419532716,3.49191777763096,3.50759712141003,3.50484399026451,3.5167371940529,3.54291394671368,3.49265890945321,3.51049144426157
"Cct5",3.51683812738383,3.51775354302125,3.49554489580799,3.53278859114114,3.50818237563945,3.47856418545788,3.51617787609638,3.52109551002059,3.49535532699238,3.51692544246071,3.48647268399376,3.5096628482985
"Rapgef2",3.50759403773918,3.49494086698281,3.52611319639945,3.49799944132723,3.50578642199277,3.49891742503204,3.51822427395071,3.51245264999017,3.52534517500693,3.50827972778439,3.48748408806121,3.5110184287885
"Mettl9",3.51914248770559,3.4994975717608,3.53751937924776,3.50614058326839,3.48834612508911,3.49344575628657,3.48394012415811,3.49145889947733,3.53700812066476,3.50882380177215,3.50207600825276,3.52617435747981
"Csnk2b",3.52841483798095,3.53410563109818,3.49054316565914,3.51825014709222,3.49227461460176,3.49437522333189,3.51529440514249,3.53031938212673,3.46385278842374,3.52865757045331,3.47889952096584,3.51581562639116
"Oxct1",3.52001612834951,3.50983165913511,3.49919897853255,3.53876663143449,3.49674242842382,3.48652123716171,3.50012840829311,3.51806217473224,3.52123396889876,3.5294553375209,3.48779719760221,3.48098173337648
"Plaat3",3.51530933886881,3.56764083807564,3.4692734756134,3.51306090371811,3.50329160000477,3.46733616447813,3.54635425076955,3.52150009657824,3.47188642964107,3.53252388332261,3.46420073976868,3.51503848397282
"Chga",3.58119141494374,3.51085310812653,3.48673116919785,3.54998694752188,3.49274153440203,3.48239675726585,3.56846562179736,3.47773718910216,3.49549305733301,3.53947499411344,3.4120388213254,3.48979515916215
"Rab31",3.50937601457317,3.49621974907787,3.48076476259414,3.5172591002312,3.49707421728745,3.48952143506178,3.52860198644086,3.5332572127258,3.52706204825208,3.52813205137769,3.48264503328201,3.49665016126955
"Rtca",3.50715845216897,3.51542040203124,3.52406686114001,3.51667961733523,3.48074332334602,3.47798538906227,3.53237763978019,3.50911680224662,3.5297298215332,3.49806053285575,3.4846995139753,3.50456344486506
"Kat7",3.47276057749641,3.48840780928885,3.57782404152162,3.49956809770673,3.50706111061759,3.53035556145588,3.4868971680282,3.51630898296079,3.51119711634485,3.48845703006426,3.51028349569828,3.48617426385205
"Rangap1",3.56099294969494,3.51482229303152,3.49292612513688,3.52243706731096,3.47453192509595,3.4835360123778,3.50543746996674,3.5405929522788,3.46196371208241,3.53801836207948,3.46780429119115,3.51007863731638
"Edil3",3.4833229522947,3.49815839419571,3.54349447289991,3.53773686920456,3.49016527960232,3.45724232496818,3.5357892609452,3.49823391512313,3.5872792068432,3.50531130201355,3.43958373934452,3.49384672821298
"Ddx6",3.44457987430691,3.47352400161368,3.39121908914234,3.56929914801018,3.5037027906575,3.56445283433303,3.50549264393703,3.48133030897249,3.44323789844115,3.55343189899789,3.55325584147611,3.58318881113345
"Tmem147",3.49630494969123,3.52309872389796,3.51248558873552,3.50715605655412,3.51663763144515,3.51133940040191,3.48864250137003,3.51214180040108,3.49224235218347,3.4986486135091,3.49834650993181,3.50538460987078
"Naa38",3.53151606376691,3.51694741817237,3.48542855067454,3.56241685855837,3.49349718930583,3.46569432598852,3.50780706190806,3.51907311859366,3.48832199702457,3.54502744987736,3.46339362010421,3.47992304772508
"Rbm39",3.51960359520409,3.52383887674545,3.502432284453,3.46499819480105,3.49485434187333,3.47969978898268,3.52115289444074,3.53038284987163,3.51459527294514,3.48516485762805,3.48734233763127,3.53468624728525
"Rab12",3.51222916877731,3.49011660497148,3.53175149537282,3.51159254288792,3.48626878558353,3.48982133915941,3.51450114610493,3.48629686540382,3.5471117420973,3.50491220547829,3.48258837711607,3.49863496139809
"Sin3b",3.48588925274338,3.51958363368997,3.51631603986636,3.5098683179116,3.5206047947903,3.52020496543482,3.49233798350627,3.48899804840047,3.50721659663243,3.49299276243365,3.50204305636637,3.49918465285255
"Ndn",3.50809070157316,3.52768784526437,3.54836152121629,3.49667310367528,3.48058728280328,3.48240051357287,3.51974905256207,3.50828176145759,3.52464839553963,3.48859295274497,3.47069506741919,3.49892368444365
"Cmip",3.52297596613623,3.49492040005408,3.51748502378264,3.49910166751903,3.53827246972936,3.51090432548866,3.52377046938375,3.49944027749501,3.51120781961039,3.47898449681178,3.45616912733928,3.50138205024868
"Ubl5",3.52458978228735,3.53290581658588,3.49198347416293,3.5199711230112,3.50021676730175,3.47687559708955,3.52939333830312,3.50418513493306,3.47202805948651,3.52755089767876,3.46965093976414,3.50467111209367
"Usp54",3.4515560535021,3.52433650920794,3.51381966529893,3.53514488700278,3.51329491739727,3.51755669023659,3.47651547220972,3.50691383402992,3.47125509375012,3.54284737495011,3.50802276076097,3.4917865038369
"Btbd1",3.53023078732405,3.50282457780693,3.52679510842441,3.52295064323246,3.48076970430211,3.48931703060093,3.51558239465878,3.48044162034208,3.53281219130876,3.48675973806249,3.47794326142401,3.50529214673328
"Atxn10",3.53947667657764,3.52165935292587,3.52946657211073,3.51748883849093,3.48770829198847,3.49814961231718,3.49682459875051,3.51905993525382,3.45709448953142,3.51464457905702,3.46557117944869,3.50230922594017
"Zfp260",3.4860118231503,3.51116065201708,3.48034567674229,3.51154715002952,3.50936322755476,3.50005234763544,3.51876524182015,3.5225281607118,3.49456793149461,3.50390273945079,3.5017308050455,3.5091408397211
"Galnt11",3.48937584590256,3.52180971276155,3.52180971276155,3.49579067022291,3.51182727925016,3.51344926561443,3.48030634298597,3.49833857433664,3.52152137331511,3.47326089560347,3.49514057897147,3.5247546933648
"Slc32a1",3.5338673249238,3.49977314918862,3.5235257125933,3.49466722032904,3.4763683299381,3.54523280364449,3.4777695780999,3.45526378241692,3.50237522246834,3.4864035462303,3.51712017994275,3.53412768789788
"C12h12orf43",3.52522362825535,3.53024390394352,3.52330463033071,3.50491722909957,3.52142952028986,3.49710522059534,3.48196890928212,3.49231760012428,3.49788257325152,3.49231173888717,3.4728902753156,3.50526004579085
"Clptm1",3.49259434340295,3.5538913321876,3.48732185524309,3.51305818427169,3.49612685521732,3.50988008981031,3.54409058053901,3.5385560184224,3.45652431960929,3.5032241631232,3.47306510566701,3.47635111973715
"Zfand6",3.52555195123999,3.49800384805354,3.51355414445192,3.477518849042,3.49478732338513,3.49172565776892,3.51985300152958,3.50110196098534,3.52058609417582,3.47713659505452,3.49867437041238,3.52021792706758
"Fh",3.51262838286841,3.51600983903636,3.4685116118478,3.52572778813815,3.52046267862409,3.49500798966359,3.53263547298069,3.50281079334234,3.46974803475308,3.50393388122429,3.48367458289911,3.50683213482658
"Washc2c",3.48774453341307,3.51941105345055,3.50409451875821,3.5319801710617,3.49474783108353,3.51046732673744,3.49230489433714,3.5081974452952,3.48849374627318,3.51312324486339,3.49098612112603,3.49603015639792
"Psmd2",3.51515796181549,3.49763838243139,3.5131823334018,3.49782803974958,3.49621039283824,3.48095452546443,3.52952438913384,3.51101646097758,3.49965755606136,3.52074709681624,3.47530668415265,3.5003111001895
"Flot1",3.54926156597078,3.51923021456409,3.48534141838385,3.51555907862054,3.4903250735295,3.46966441442839,3.53517057420214,3.53472604185785,3.48996497780493,3.5020263458382,3.46649937682308,3.47852618670392
"Ipo9",3.50135718373949,3.50205228954097,3.50510877830593,3.52943990481003,3.50158295780714,3.50303588323499,3.48853531374504,3.49532275855482,3.50976722253951,3.52541673022114,3.47493060493212,3.49595464405814
"Kif3c",3.53346017065023,3.53054445463742,3.485206901176,3.48277729633861,3.50669173718567,3.49852063266123,3.50761137394706,3.51461578454287,3.48725648898312,3.50400809711295,3.47120872079395,3.50633996090382
"Map4",3.52468005543326,3.52399335647515,3.47061553505391,3.5536565977799,3.4792506607371,3.46475529652488,3.52912103970739,3.51721224725259,3.49474364093016,3.5286268528098,3.4512193163415,3.48988755499243
"Arhgap23",3.48769203449436,3.5067035845339,3.48280647656717,3.52439215122764,3.4906197947532,3.49828746172562,3.52216786260394,3.50270192949809,3.49953665490581,3.52614242480678,3.49065715929801,3.49360790139422
"Sem1",3.54048025795658,3.52058796852233,3.51398188700655,3.49331391685556,3.48521608298169,3.46511900872754,3.52395384417927,3.50234284522054,3.52005745767336,3.51682330148265,3.46018716868711,3.48290571615681
"Abhd4",3.48064446089975,3.51137784397994,3.44926120062143,3.51971192198263,3.49842429330531,3.49575401647475,3.5299966385991,3.52194912292419,3.47814044251274,3.54701493393445,3.50637249994446,3.48623773648284
"Htr2c",3.50947004185681,3.5370263933624,3.55121073197675,3.46319041406708,3.48863324366562,3.4919823290867,3.45292885731354,3.47146712878691,3.58006169832033,3.48018870761039,3.47326717379668,3.52429013629309
"Gjc2",3.50474980587741,3.52257969966846,3.44337183600348,3.54718910743405,3.53873200437256,3.50057540341214,3.46764146410263,3.52786657776741,3.46630174681272,3.54786121373523,3.4896821325576,3.46614792999378
"Rpl29",3.51624341525668,3.52141267976667,3.47851385459304,3.51237014116844,3.46114687712253,3.49112625021359,3.53402754350624,3.50785194227357,3.45504897005541,3.52123095947419,3.49062994329134,3.53244925226777
"Sptlc1",3.52037264159469,3.5121634899905,3.50948902519905,3.48404775816008,3.48383949594292,3.46649456610063,3.54704817293825,3.51399714625224,3.51134039231123,3.521370513521,3.46722553622297,3.48465429676695
"Mapk6",3.50482713803254,3.50706348354907,3.53386733613409,3.51412216041324,3.48485706138643,3.49946628942982,3.49141167184348,3.49592985518048,3.52506869872223,3.50148776921338,3.4759969785234,3.48558368854185
"Ube2h",3.46215945783519,3.50180820367363,3.5151147088521,3.51153678830597,3.50472350137475,3.50419255273121,3.48758916214604,3.50362282754781,3.52154564594995,3.50440145094987,3.49694523157051,3.50460782501325
"Ctsa",3.49822221634119,3.50937511379712,3.48216744137106,3.50703541545347,3.48353121556678,3.45093920437788,3.55047262542536,3.5534119700099,3.45801651895848,3.54748515080209,3.48501283409506,3.49069696779931
"Aamp",3.48638899123473,3.52113072005945,3.50204597110681,3.50030015896169,3.49518207436343,3.50539436034058,3.50621764664958,3.50916584865991,3.47715243946908,3.50742172097192,3.50061284113619,3.50529962236672
"Irgq",3.49918726205584,3.5454764485232,3.51209509959637,3.4604637193202,3.48842214083048,3.50772516467421,3.52664961243149,3.49249767285086,3.4945429254973,3.47964483023197,3.48664868579742,3.52248821154383
"Ccdc47",3.53228989950675,3.49227567226867,3.51785807416496,3.49164310544082,3.48729406037538,3.4870442954893,3.50962533688193,3.47830409549096,3.52985030725991,3.49535113732375,3.48675119410213,3.50682578017967
"Ncs1",3.50653232415422,3.50352410991599,3.52875043946795,3.50028500403845,3.51482813672881,3.49907115113181,3.50564267084559,3.49396144585428,3.49362080704722,3.49328552232578,3.48325921325683,3.49035104621784
"Dynlt3",3.46491750501802,3.47930492561364,3.51206369848695,3.56735565675643,3.50120662512893,3.47029371827805,3.4888178107445,3.50289286693502,3.53435576440119,3.5220033613508,3.47900416503143,3.4892101808648
"Ldlr",3.50822375373468,3.51931314102954,3.47626394044065,3.52841178598414,3.49700383766344,3.49301999668993,3.51289129118378,3.54604139010673,3.46293655597648,3.5256656786275,3.45604211916246,3.48281929596268
"Eif3g",3.54305893183738,3.52133098837838,3.50402623307921,3.50315101387665,3.46592450461122,3.46368898118779,3.54946946253134,3.51882480835139,3.49077299453106,3.50826003752093,3.44810711205232,3.49008556025053
"Rps5",3.47132771370811,3.5187827287697,3.51352378949532,3.47851221988152,3.4526958165881,3.47126371046376,3.55269448196164,3.50975079122841,3.47376121687001,3.54081232227271,3.49490539070316,3.52745449827829
"Brox",3.49854370489914,3.5173548754644,3.49986625747454,3.526896146603,3.50002112578755,3.4683289149912,3.51230272147361,3.51978341375442,3.47876939430613,3.50536648334997,3.47779258186266,3.49709871307364
"Tomm7",3.52356362581874,3.52683015460288,3.50070013426789,3.5393523600193,3.49108450456031,3.45120968041433,3.51467056570418,3.49108210776681,3.5068863226968,3.53862749249148,3.43726068384718,3.48074694180687
"Trip12",3.47975292611347,3.51572628902736,3.46519206360962,3.5242880184808,3.49410401094607,3.49696263615337,3.48277014185319,3.5257091149798,3.44289673227026,3.55802877232251,3.49560265707079,3.51895182379892
"Adnp",3.47803051279982,3.47958568153782,3.51722225076345,3.50799970900406,3.53020193758423,3.48723763409206,3.46603383703771,3.49384780905983,3.5368528182502,3.50076225859494,3.49715532740153,3.50307197070675
"Acsl3",3.51175181898031,3.49142059104108,3.52696072006479,3.50611554214798,3.49091455587396,3.4788737243142,3.49462345360141,3.48991376413199,3.53450586266321,3.51002443498721,3.48120453029318,3.478048418962
"Ola1",3.50174690510711,3.50861016080063,3.5184359408461,3.54371502651061,3.51757970065171,3.47919665255846,3.45020157878048,3.47477758082923,3.53175364092719,3.48594695892476,3.47669654052002,3.50332281604044
"Atf5",3.49857557270129,3.51171244304324,3.45072022129742,3.53743998769243,3.51168332811491,3.47652603540042,3.51989568882287,3.52528035752869,3.5027853532714,3.5195399471011,3.45616675083432,3.48148153658484
"Tril",3.51290888612701,3.51518094995322,3.50614367639625,3.54037211054179,3.51560637258393,3.50839527746247,3.47096004692729,3.49411258573487,3.45955463462169,3.50693193604357,3.47232631965508,3.4870139617551
"Epb41l2",3.49484499980977,3.50418270894623,3.47120667321041,3.48397716825335,3.50191707766895,3.48224921573087,3.51677981482274,3.51522905754704,3.48966396692511,3.49005552664949,3.49795747395899,3.53503305816727
"Arhgap21",3.47675585313759,3.50733268441713,3.50701674876991,3.50988389555154,3.47669038090831,3.50635514249526,3.51421392553321,3.48748305388766,3.53242125854851,3.48201175234145,3.4972833195453,3.4856219796947
"Zeb1",3.4699683494659,3.48256958760333,3.48965896568495,3.54827246008896,3.49535501868436,3.50690778813011,3.48504546731885,3.49583203566003,3.51386910148885,3.5139651740135,3.48576134807605,3.49553504784345
"Cds1",3.49637661367397,3.50287973725564,3.52632300416149,3.50254127302571,3.51890826532636,3.4999700370476,3.49391257899335,3.50534428351457,3.48739034956616,3.49041052155336,3.47126681683884,3.48606182874118
"Rbbp7",3.48713513590061,3.5144282154521,3.50051476118592,3.51589437172705,3.49963408581772,3.48320064217204,3.48760848961418,3.49763293744719,3.50844320871893,3.51456044585898,3.48584209740233,3.48181680556423
"Unc80",3.49259806940723,3.53176776158918,3.49284690036401,3.5377473127774,3.51555907862054,3.46212256533775,3.47037033060027,3.48007116736802,3.50349763803779,3.51664183034125,3.46518141971884,3.50827382073357
"Tomm20",3.4961524781802,3.49361868343738,3.50252744893864,3.54485708455923,3.47724923819669,3.46828277767142,3.5041213497039,3.51345506307905,3.50958757367786,3.51554004756956,3.46256996884495,3.48453924135325
"Actr1a",3.47673425574277,3.51963741769123,3.49067582067245,3.51623537196882,3.50632175878016,3.49680819189755,3.49974879570062,3.54176297182789,3.4481465214102,3.48024064644791,3.48811613424926,3.50447846236324
"Arl8a",3.49725190484276,3.48677606912474,3.4769993969126,3.53895199634447,3.50469816618749,3.4888459425169,3.50133403160096,3.51465516967892,3.5308098154499,3.49264719613659,3.45893926216502,3.4766531272028
"Atp6v0a1",3.52120354137952,3.50395708959824,3.49893211195514,3.49532248989862,3.49283278059003,3.49775825117729,3.52060985331766,3.50910943379984,3.46365983409582,3.48968354017908,3.47656761344141,3.49739470086611
"Ddx3x",3.49703530504655,3.46668930662233,3.50574397308779,3.49969914621669,3.49054280112791,3.49100940271058,3.48560859915812,3.48353641350862,3.53572111312303,3.50421870417059,3.50384799173294,3.50278783760846
"Chgb",3.51021894633257,3.5191615719632,3.50963156520755,3.48477978923284,3.49193626882784,3.50117558369598,3.51876274330757,3.46255002556493,3.51351935538727,3.47336868629709,3.46546821429631,3.51475674986428
"Basp1",3.56922635889349,3.52749704257043,3.43809680075755,3.54182190605242,3.50249058405882,3.40438084624845,3.54642403560805,3.50744814504953,3.49442236941433,3.54596012299261,3.40598223164889,3.47941064493122
"Tsc22d3",3.52565185638605,3.49106952710179,3.51994713702965,3.58368872653426,3.50836878578428,3.44171437464497,3.52793851332661,3.4772624620154,3.49630125881728,3.51235736043165,3.41995662944556,3.45848496076581
"Idi1",3.47078920598114,3.5128539179631,3.52802923501951,3.50767960811037,3.5052682216508,3.49810395666797,3.48582239083181,3.47722545237676,3.52653541423672,3.48793068784147,3.47449085943053,3.48496240299327
"Atp5if1",3.51958513823519,3.55353941100426,3.53770879652591,3.47641604481739,3.47126766757859,3.49048667762263,3.52981316719628,3.52524757178178,3.40359087110702,3.49272824408543,3.45193792738441,3.50706717744693
"Tfg",3.47995359298123,3.46805192422416,3.48212595468711,3.5524324389268,3.49637935835534,3.47048171235137,3.49620988781948,3.48536087646579,3.54423882851799,3.51024242480349,3.48653711656727,3.48653781032997
"Rab11a",3.47824880910165,3.48592546391881,3.51589844792823,3.50653159424124,3.49105271977802,3.4776849321281,3.49250344873267,3.51445420852171,3.49806797071922,3.51420479890721,3.48302767581756,3.49261931654807
"Acap2",3.50410535622646,3.45643439700501,3.49753561271147,3.52459405964604,3.50711114819044,3.51856437906781,3.46421929814574,3.44912762102349,3.49848155644768,3.49506104578631,3.52193060048718,3.51123822459995
"Arpc4",3.55732777712406,3.49734021918326,3.36261907197548,3.53683299329602,3.50193477257837,3.48920826273625,3.5757130259462,3.56349846498051,3.42571456884135,3.52877929449807,3.38665942877926,3.51998719560917
"Rab3a",3.51888588273233,3.513387653638,3.48070897853145,3.53756580223625,3.50716983001631,3.4799111206375,3.45961176458863,3.50049596660065,3.48563463886374,3.48958030625195,3.46802258874959,3.50390167374115
"Ube2d3",3.49863634882402,3.48689173511275,3.51858931582163,3.49555045612403,3.49105313037228,3.45720193655541,3.4861157620713,3.48007991388644,3.54630086334844,3.51271233682909,3.47689538348807,3.49316914810967
"Rab5b",3.4704525941438,3.51760638778892,3.52619997323399,3.50692585468575,3.45866342863198,3.4816798051324,3.49309205722591,3.4983135850972,3.50455890559153,3.51597835276654,3.47923451075972,3.48982942190963
"Adar",3.49641294863914,3.52639152098006,3.50763515111735,3.46443663574336,3.51711672213778,3.51550323995189,3.47606891937922,3.49309378312893,3.48497740662033,3.47913625383744,3.48655360975199,3.49465496526718
"Irf2bp2",3.43226514885186,3.5004382237282,3.47608693936192,3.4847307791997,3.52208080773238,3.50448765962514,3.47077426357649,3.48457846374081,3.52377277861471,3.47325609698258,3.5306323048696,3.53778452864878
"Syngr3",3.49310659087924,3.50592003733274,3.49855042800963,3.51590207134862,3.46157249578272,3.48900324981172,3.48190793052081,3.48510233114113,3.49990039920207,3.51266268907605,3.47972695720022,3.5152991265181
"Ube2m",3.53574688958214,3.5041367962492,3.49836275248833,3.52449407495072,3.48709323471371,3.48342967524048,3.5387806103825,3.46853911147584,3.47504783556943,3.52250989051685,3.44171727656554,3.45682658976188
"Gnl3l",3.50407136472978,3.49340869960169,3.5231601208222,3.49045742255315,3.4799063440854,3.50923925360679,3.5007084864067,3.45987545450734,3.49758383586621,3.48954358428994,3.49045742255315,3.49722438367762
"Ntrk2",3.51304441889106,3.48656745260642,3.44901816535544,3.47844865495898,3.47638126370259,3.51701976917099,3.48522984334183,3.48851011298959,3.48286779028983,3.51518820796081,3.50007223056996,3.54182707282467
"Flot2",3.51230943260853,3.51743156515308,3.47601516277018,3.49978711575082,3.48761806000415,3.48977304590217,3.49048237238572,3.50213123198104,3.46991150576128,3.50643885420695,3.48404575063689,3.49407870241004
"Ndrg3",3.51150465270102,3.53016938587358,3.49882770509068,3.52233130170894,3.50372406439487,3.50300412653114,3.49238015952687,3.43905675290009,3.47850363988067,3.48542085156653,3.46104231707661,3.50155872656422
"Zcchc24",3.47939037947145,3.49405401828524,3.50611577578754,3.5359203278868,3.50463087637312,3.47204278999165,3.49984911999179,3.4876070349505,3.49615139010854,3.50790247365948,3.47265269327244,3.47083171089538
"Enpp4",3.49995679275137,3.49621874543933,3.5005587549058,3.50408148520563,3.51650184332261,3.45540180474019,3.50107907870816,3.50665256688024,3.47472470524265,3.49133837403911,3.47423228372136,3.5019439860707
"Reep3",3.45314810189054,3.49859960647609,3.51589874809357,3.50803533648166,3.47733343951649,3.46055682286427,3.49769579683384,3.50650118764275,3.52379350131982,3.51016830735251,3.48604608702338,3.48204145935221
"Ppme1",3.49810633927051,3.49725632662903,3.4943925373333,3.5211759129126,3.49381932130349,3.49173771073698,3.46394251211752,3.49368206761854,3.47693904347747,3.50101390083761,3.48465963887665,3.50216115148476
"Arsb",3.46857609830057,3.51733202021636,3.50143951713847,3.43898922490348,3.52470387134846,3.45439299416078,3.48496151132656,3.50454563598389,3.50152532721189,3.48393997973985,3.54250404482955,3.49561126004962
"Mgp",3.47300180440034,3.54874974431926,3.4763423946559,3.51672885856675,3.51259876055884,3.49711445731588,3.52299220107528,3.44221978521804,3.4358369244405,3.50597771106847,3.48722431227341,3.49857285517083
"Prps1",3.48908894575905,3.47100879580537,3.55191433718615,3.50740366569947,3.47273165339144,3.49240329556305,3.49699067983614,3.472195392035,3.52758927448773,3.46300255592002,3.48257062530501,3.48978817038638
"Brk1",3.45369407488126,3.49896782241458,3.49056180925499,3.52068668192136,3.50738740789537,3.49645259736034,3.45469715884809,3.50405005923668,3.4946118112619,3.51827641891144,3.47717168961564,3.49901885478166
"Psmc1",3.48621642604705,3.49539501246532,3.51092282930533,3.51937458351427,3.49817606504257,3.48437569089651,3.47205339638226,3.50459765484209,3.48933838521067,3.5063909566051,3.45803823257687,3.49023230130763
"Marchf2",3.47543465257697,3.53864818417567,3.50477365821701,3.4961011934406,3.49898460796479,3.50765043958646,3.49088237210354,3.50401433829156,3.44984307857676,3.48738301338727,3.47934065305909,3.47816171333598
"Ndufa6",3.52002132853494,3.49326528300336,3.4936785083519,3.54658122373545,3.49095123140789,3.46865611848798,3.49126715083685,3.48074054229423,3.52145078299134,3.48427863434748,3.44298707559166,3.47626605086069
"Cct3",3.46688521343238,3.48513440704821,3.51615857074882,3.51294237178731,3.51432150501063,3.48221566585014,3.45893373422158,3.49815678414609,3.51370349709951,3.47625748989931,3.4761811377217,3.50537071771952
"Ptp4a1",3.46700472524744,3.48925604817318,3.50350724225926,3.49283216545787,3.48282546301401,3.46917681244515,3.49611557406498,3.47290228267631,3.56524637797681,3.50320752225317,3.47598679783824,3.4879420421783
"Tkt",3.50045138711901,3.5290322263093,3.46553942309895,3.5259936367815,3.47109533440745,3.47526952182703,3.51992403605969,3.49828434021791,3.43964804477391,3.53262833089272,3.45771617539708,3.49026941270959
"Msl1",3.46551708771176,3.51644062254517,3.53496422864575,3.48070536126773,3.49044666435309,3.47911997967172,3.47712153816505,3.48750495659878,3.49718843966532,3.49008827840759,3.47929864906167,3.50440120813349
"Mtss1",3.49182702499172,3.48310863893046,3.5083323069514,3.4832268982472,3.46847433402697,3.49764219888942,3.5166589371555,3.47315567691763,3.51340819378259,3.48483010816229,3.47877717557884,3.50236751142267
"G3bp2",3.53178492574132,3.49720163529628,3.50811324466701,3.48029206891582,3.4605389354873,3.4498681033404,3.52971277032317,3.46305752434907,3.54261508932357,3.47166891106076,3.46870728310413,3.49820236534801
"Map7d1",3.50513707704711,3.4898071242478,3.44389936701166,3.52872191137082,3.51493659801678,3.47402891996479,3.48538954075033,3.52054853004851,3.47782838303738,3.49860547668613,3.47186143829048,3.48621651874098
"Vamp7",3.42968145303662,3.51873054672229,3.49890843848576,3.48735196510229,3.47356683903609,3.52018127381423,3.47373642939027,3.52621909208769,3.46392348995243,3.4914619267548,3.51030165423708,3.50272580299169
"Micos13",3.49352463692008,3.53169923891178,3.48785522230789,3.50961291435108,3.47887368290668,3.47918935092396,3.50278315529134,3.51177556848386,3.42530416575225,3.51880529798726,3.46824070467641,3.48895156894948
"Cct2",3.48868209560453,3.51396575115424,3.48653693765624,3.48439509239952,3.48350576085909,3.47401128713434,3.50600370318108,3.50386393083435,3.5056273217084,3.48370162091329,3.4652760767881,3.49885209965582
"Rbfox3",3.47545072711464,3.50303879469779,3.48930370356103,3.52226936096677,3.50714749549759,3.51455746918911,3.49901653493577,3.48838269371897,3.4740754204742,3.50379787392004,3.451732880265,3.46553128408315
"Csf1r",3.39708693836459,3.39020323949037,3.37208187034323,3.38086800456432,3.35705178860218,3.40436718208143,3.64469522839087,3.5948965470062,3.57920608550363,3.62714944180727,3.57206122545278,3.57458376004153
"Caly",3.52342371415865,3.5368075482412,3.48164439645184,3.46122885743098,3.49762142538268,3.51893691010994,3.5245204464396,3.46146349266881,3.46259378158989,3.43813189972158,3.47325562283537,3.5143085382723
"Rab2b",3.4862279380729,3.50710267442232,3.49240445440616,3.51207562446399,3.49638153798912,3.49373304396008,3.49770602088434,3.49525555840271,3.46230176957451,3.46818155065026,3.48398701032875,3.49458489631173
"Pdia6",3.49268749062325,3.50546684714187,3.48206795602293,3.4883277420833,3.46277544356433,3.47014398598086,3.51969439346113,3.4912343514198,3.48830742409003,3.50953006434234,3.47395862106207,3.50299300464798
"Ddt",3.48384457800564,3.50302872289482,3.47672248109984,3.52064463649843,3.48330833522609,3.49522694362339,3.48576337381852,3.48427354478949,3.46602583528338,3.49343574538786,3.48600791657158,3.50584181884369
"Fgfr2",3.49424394251672,3.49940644252582,3.49345885169258,3.52015616713748,3.48573160552205,3.47884813294854,3.49200639601285,3.50358231708205,3.46611936778365,3.51626940464277,3.46882945340688,3.45906760292381
"Adgrg1",3.4935219047351,3.52852472681964,3.47324698943164,3.51394306694992,3.45550855437584,3.46228299278961,3.48987265627762,3.50173260088439,3.47736788291701,3.51815679736466,3.47647305406374,3.48254885664527
"Tagln3",3.49989606840464,3.49499949057317,3.49057024853156,3.49601553580502,3.47663030614392,3.49582698541872,3.50425179457253,3.48235871732941,3.47707601674228,3.51520086774653,3.45521960317693,3.48399556164907
"Pole4",3.43568424447328,3.51365770071726,3.48359645934254,3.5080412280239,3.50468067545923,3.50912981699852,3.47923090532115,3.4845359004861,3.4740611339572,3.49519928144819,3.50231308735301,3.48147937048956
"Sdc4",3.48907044886833,3.45827201139746,3.44864812852747,3.52356107413099,3.48527010204457,3.46870121829842,3.49339182727318,3.49149511863978,3.48238286271736,3.53613983492152,3.50386962959585,3.48872058606577
"Capn2",3.5150621112894,3.50387857003103,3.50159172772773,3.52813718487515,3.45940431629339,3.46103393648656,3.51848896696645,3.48474795158722,3.49354745231997,3.50512631212958,3.42858158803539,3.4660859707294
